article,page,title,chars,comments,editors,first,last
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (מרץ 2024),1344,2,2,9 במרץ 2024,9 במרץ 2024
אוטיזם,שיחה:אוטיזם,בקשת הסבר מכותבי הערך,4952,8,2,22 במרץ 2024,22 במרץ 2024
אוטיזם,שיחה:אוטיזם,[[:אוטיזם]],8078,16,6,23 באפריל 2024,29 באפריל 2024
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (אפריל 2024),1484,2,2,27 באפריל 2024,13 ביוני 2024
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2024),1006,2,2,13 ביוני 2024,13 ביוני 2024
אוטיזם,שיחה:אוטיזם,אוטיזם בצבא,2696,9,5,16 ביוני 2024,9 בינואר 2025
אוטיזם,שיחה:אוטיזם,יש טעות איומה בערך !!!!!,8868,4,2,6 באוקטובר 2024,9 באוקטובר 2024
אוטיזם,שיחה:אוטיזם,"הצורה של סמל הספקטרום האוטיסטי, לא כולם מכירים",633,2,1,11 בנובמבר 2024,11 בנובמבר 2024
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (נובמבר 2024),872,1,1,15 בנובמבר 2024,15 בנובמבר 2024
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (דצמבר 2024),1334,1,1,15 בדצמבר 2024,15 בדצמבר 2024
אוטיזם,שיחה:אוטיזם,דיון פיצול - היסטוריה של אוטיזם,2703,12,6,20 במרץ 2025,6 באפריל 2025
אוטיזם,שיחה:אוטיזם,ייצוג בקולנוע,725,3,2,22 במרץ 2025,25 במרץ 2025
אוטיזם,שיחה:אוטיזם,נשים אוטיסטיות,1166,4,4,6 באפריל 2025,9 באפריל 2025
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2025),1243,1,1,21 ביוני 2025,21 ביוני 2025
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (אוגוסט 2025),1710,1,1,25 באוגוסט 2025,25 באוגוסט 2025
אוטיזם,שיחה:אוטיזם,"האם המלה ""תסמונת"" מתאימה לתיאור אוטיזם?",1095,4,2,26 בנובמבר 2025,28 בנובמבר 2025
אוטיזם,שיחה:אוטיזם,הכינויים העבריים לפני המינוח הנוכחי,1564,2,2,12 בינואר 2026,12 בינואר 2026
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (מאי 2026),1666,2,2,13 במאי 2026,14 במאי 2026
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2026),3645,1,1,21 ביוני 2026,21 ביוני 2026
אוטיזם,שיחה:אוטיזם,עדכון לפי מחקרים חדשים,798,2,2,14 ביולי 2026,14 ביולי 2026
אוטיזם,שיחה:אוטיזם,נמצאו קישורים חיצוניים שצריכים תיקון (אוגוסט 2026),3056,1,1,23 באוגוסט 2026,23 באוגוסט 2026
אוטיזם,שיחה:אוטיזם/ארכיון 1,נוירולוגיה או פסיכולוגיה?,939,0,3,,
אוטיזם,שיחה:אוטיזם/ארכיון 1,אזהרה,217,2,2,26 פברואר 2006,26 פברואר 2006
אוטיזם,שיחה:אוטיזם/ארכיון 1,אוטיזם והטיפול בו,1199,0,0,,
אוטיזם,שיחה:אוטיזם/ארכיון 1,הבל גמור,1930,9,4,16 באוגוסט 2007,16 באוגוסט 2007
אוטיזם,שיחה:אוטיזם/ארכיון 1,מחיקת פרק,2995,6,3,17 באוגוסט 2007,17 באוגוסט 2007
אוטיזם,שיחה:אוטיזם/ארכיון 1,חלק גדול מהמאמר לא ניטראלי,536,1,1,26 בדצמבר 2009,26 בדצמבר 2009
אוטיזם,שיחה:אוטיזם/ארכיון 1,הורדת ההודעה לפיה הערך דורש סידור והרחבה.,583,2,2,26 בדצמבר 2009,26 בדצמבר 2009
אוטיזם,שיחה:אוטיזם/ארכיון 1,מעי דליף.,486,2,2,26 בדצמבר 2009,26 בדצמבר 2009
אוטיזם,שיחה:אוטיזם/ארכיון 1,הרחבת הערך,642,2,2,5 במרץ 2012,5 במרץ 2012
אוטיזם,שיחה:אוטיזם/ארכיון 1,קישור שבור,866,1,1,3 במאי 2013,3 במאי 2013
אוטיזם,שיחה:אוטיזם/ארכיון 1,קישור שבור 2,631,1,1,3 במאי 2013,3 במאי 2013
אוטיזם,שיחה:אוטיזם/ארכיון 1,קישור שבור 3,508,1,1,13 במאי 2013,13 במאי 2013
אוטיזם,שיחה:אוטיזם/ארכיון 1,קישור שבור 4,649,1,1,17 ביוני 2013,17 ביוני 2013
אוטיזם,שיחה:אוטיזם/ארכיון 1,קישור שבור 5,444,1,1,30 בדצמבר 2013,30 בדצמבר 2013
אוטיזם,שיחה:אוטיזם/ארכיון 1,הטעיה,855,2,2,20 באוקטובר 2014,11 בספטמבר 2016
אוטיזם,שיחה:אוטיזם/ארכיון 1,תבנית מחוקה,195,1,1,11 בדצמבר 2018,11 בדצמבר 2018
אוטיזם,שיחה:אוטיזם/ארכיון 1,סעיף לידה קיסרית,164,1,1,23 באוגוסט 2019,23 באוגוסט 2019
אוטיזם,שיחה:אוטיזם/ארכיון 1,שם הערך 2019,852,5,3,27 באוגוסט 2019,13 בספטמבר 2019
אוטיזם,שיחה:אוטיזם/ארכיון 1,דיווח על טעות,31,0,0,,
אוטיזם,שיחה:אוטיזם/ארכיון 1,פרטי הדיווח,346,2,1,13 בספטמבר 2019,13 בספטמבר 2019
אוטיזם,שיחה:אוטיזם/ארכיון 1,איחוד הערך [[הספקטרום האוטיסטי]] עם הערך [[אוטיזם]],368,2,1,26 באוגוסט 2021,21 באוקטובר 2021
אוטיזם,שיחה:אוטיזם/ארכיון 1,מחקר מקורי או מבוסס?,803,2,1,21 באוקטובר 2021,21 באוקטובר 2021
אוטיזם,שיחה:אוטיזם/ארכיון 1,דרישת עריכה,581,1,0,13 בנובמבר 2022,13 בנובמבר 2022
אוטיזם,שיחה:אוטיזם/ארכיון 1,מידע מוטל בספק ולא ממוסמך,2633,7,4,31 בדצמבר 2022,1 בינואר 2023
אוטיזם,שיחה:אוטיזם/ארכיון 1,שינוי שם?,8634,24,8,3 במרץ 2023,3 במרץ 2023
אוטיזם,שיחה:אוטיזם/ארכיון 1,סיכום ביניים,17210,24,7,3 במרץ 2023,5 במרץ 2023
אוטיזם,שיחה:אוטיזם/ארכיון 1,שם הערך לאחר השינוי,4848,13,8,9 במרץ 2023,9 באפריל 2023
אוטיזם,שיחה:אוטיזם/ארכיון 1,טיפולים,6730,17,5,3 במרץ 2023,2 במאי 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,The use of language in autism research,6451,12,2,29 באפריל 2023,2 במאי 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,אוטיזם וקשיי למידה,5412,10,4,29 באפריל 2023,17 ביוני 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,תוחלת חיים,3402,8,4,31 במאי 2023,18 ביוני 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2023),1688,2,2,5 ביוני 2023,5 ביוני 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,"שימוש בביטוי ""הספקטרום האוטיסטי"" במקום ""אוטיסט""",1895,5,4,18 ביוני 2023,18 ביוני 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2023),1328,2,2,20 ביוני 2023,20 ביוני 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,הבהרות,11042,24,7,20 ביוני 2023,24 ביוני 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,נמצאו קישורים חיצוניים שצריכים תיקון (יולי 2023),889,1,1,5 ביולי 2023,5 ביולי 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,הצעת הוספה למומלצים,24,0,0,,
אוטיזם,שיחה:אוטיזם/ארכיון 2,דיון,23503,42,12,19 ביולי 2023,29 באוגוסט 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,נמצאו קישורים חיצוניים שצריכים תיקון (יולי 2023),884,1,1,23 ביולי 2023,23 ביולי 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,מבנה הערך,1791,2,2,29 באוגוסט 2023,29 באוגוסט 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,"""לא"" בלשון עבר ועתיד",7522,16,6,4 בספטמבר 2023,11 בספטמבר 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,בעיה בקישורי ארכיון בערך (ספטמבר 2023),888,2,2,18 בספטמבר 2023,18 בספטמבר 2023
אוטיזם,שיחה:אוטיזם/ארכיון 2,נמצאו קישורים חיצוניים שצריכים תיקון (דצמבר 2023),1297,1,1,14 בדצמבר 2023,14 בדצמבר 2023
אוטיזם,שיחה:אוטיזם/הצעת הוספה למומלצים,[[קובץ:Article Adding.svg|25px]] הוספה: [[אוטיזם]],587,2,0,28 באוגוסט 2023,19 ביולי 2023
אוטיזם,שיחה:אוטיזם/הצעת הוספה למומלצים,בעד הוספה,1286,11,11,28 באוגוסט 2023,3 בספטמבר 2023
אוטיזם,שיחה:אוטיזם/הצעת הוספה למומלצים,נגד הוספה,1,0,0,,
אוטיזם,שיחה:אוטיזם/הצעת הוספה למומלצים,הערה,708,1,1,31 באוגוסט 2023,31 באוגוסט 2023
אוטיזם,שיחה:אוטיזם/הצעת הוספה למומלצים,תוצאות ההצבעה,253,1,0,4 בספטמבר 2023,4 בספטמבר 2023
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,הפניה מאנורקסיה,202,1,1,18 בפברואר 2007,18 בפברואר 2007
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,אוקסימורון-פדיה.,102,0,1,,
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,שלום.. אני הכנסתי את התוכן לערך זה ואין לי מושג וזמן לערוך אותו,871,0,0,,
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,שלום,221,1,1,21 ביולי 2007,21 ביולי 2007
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,עדות של חולה מיום אשפוז במחלקת הפרעות אכילה ב[[תל השומר]],1760,0,0,,
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,אנורקסיה נרבוזה בנוער,234,0,0,,
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,קארן קרפנטר,975,4,2,30 בספטמבר 2010,30 בספטמבר 2010
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,מקור המילה,703,1,1,6 בפברואר 2011,6 בפברואר 2011
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,עזר לי להבין,151,1,0,13 במרץ 2012,13 במרץ 2012
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,שאלה..,436,2,1,25 במאי 2012,25 במאי 2012
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,"עריכת ה""גורמים""",493,0,0,,
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,קישור שבור,427,1,1,14 במאי 2013,14 במאי 2013
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,קישור שבור 2,425,1,1,14 במאי 2013,14 במאי 2013
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,חסר קריטריון לאבחון,268,2,2,19 בדצמבר 2015,19 בדצמבר 2015
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,כתיבה לא מכבדת,363,2,1,29 ביולי 2019,29 ביולי 2019
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,"""אנורקטי""",549,4,2,24 בדצמבר 2020,30 ביוני 2022
אנורקסיה נרבוזה,שיחה:אנורקסיה נרבוזה,מחקרים,325,1,1,26 בדצמבר 2020,26 בדצמבר 2020
גזלייטינג,שיחה:גזלייטינג,משוב מ-27 באוגוסט 2019,2268,4,3,27 באוגוסט 2019,27 באוגוסט 2019
גזלייטינג,שיחה:גזלייטינג,שם הערך,2131,4,3,11 בספטמבר 2019,17 בספטמבר 2019
גזלייטינג,שיחה:גזלייטינג,אטימולוגיה של המושג נרנור,14759,17,7,15 באוקטובר 2019,12 בדצמבר 2021
גזלייטינג,שיחה:גזלייטינג,משוב מ-21 בספטמבר 2020,100,0,0,,
גזלייטינג,שיחה:גזלייטינג,"שינוי שם ל""גזלייטינג""",1739,6,4,26 במאי 2021,27 במאי 2021
גזלייטינג,שיחה:גזלייטינג,דבר שמתחפש לאהבה,39430,94,15,26 במאי 2021,8 ביוני 2021
גזלייטינג,שיחה:גזלייטינג,שינוי שם,1405,6,6,8 במאי 2023,1 בפברואר 2024
דיכאון קליני,שיחה:דיכאון קליני,שיטות אלטרנטיביות,24352,26,3,20 דצמבר 2005,3 ינואר 2006
דיכאון קליני,שיחה:דיכאון קליני,שאול המלך,249,1,1,3 ינואר 2006,3 ינואר 2006
דיכאון קליני,שיחה:דיכאון קליני,שם הערך,157,1,1,3 יולי 2006,3 יולי 2006
דיכאון קליני,שיחה:דיכאון קליני,אפידמולוגיה או שכיחות,239,1,1,5 יולי 2006,5 יולי 2006
דיכאון קליני,שיחה:דיכאון קליני,המכניזם הביולוגי של דכאון?,940,4,3,15 יולי 2006,9 בפברואר 2007
דיכאון קליני,שיחה:דיכאון קליני,ערך מומלץ,239,1,2,9 במאי 2007,9 במאי 2007
דיכאון קליני,שיחה:דיכאון קליני,הערות,584,1,1,23 במאי 2007,23 במאי 2007
דיכאון קליני,שיחה:דיכאון קליני,סוגי דיכאון,307,1,1,23 במאי 2007,23 במאי 2007
דיכאון קליני,שיחה:דיכאון קליני,שינוי שם הערך,487,2,2,15 באוגוסט 2008,4 באוקטובר 2008
דיכאון קליני,שיחה:דיכאון קליני,השם באנגלית,330,1,1,16 ביולי 2010,16 ביולי 2010
דיכאון קליני,שיחה:דיכאון קליני,השינוי בהגדרה,1313,4,2,10 באוגוסט 2010,12 באוגוסט 2010
דיכאון קליני,שיחה:דיכאון קליני,מריחואנה רפואית,956,3,3,23 בינואר 2011,15 בדצמבר 2012
דיכאון קליני,שיחה:דיכאון קליני,טיפול פסיכודינמי לעומת CBT,265,0,0,,
דיכאון קליני,שיחה:דיכאון קליני,קישור חיצוני,12534,21,5,7 במרץ 2014,16 במרץ 2014
דיכאון קליני,שיחה:דיכאון קליני,התמודדות אישית,903,2,2,5 במאי 2014,5 במאי 2014
דיכאון קליני,שיחה:דיכאון קליני,שיטות אלטרנטיביות,1602,4,3,5 במאי 2014,5 במאי 2014
דיכאון קליני,שיחה:דיכאון קליני,"יש בעיה בהתחלה, בנתונים על דיכאון",611,1,1,9 באפריל 2015,9 באפריל 2015
דיכאון קליני,שיחה:דיכאון קליני,טיפול בגרייה מגנטית,1116,2,2,12 באוקטובר 2015,30 באוקטובר 2021
דיכאון קליני,שיחה:דיכאון קליני,כמה השגות חשובות,534,1,0,15 באוגוסט 2017,15 באוגוסט 2017
דיכאון קליני,שיחה:דיכאון קליני,דיווח שאורכב ב-18 ביולי 2020,1076,1,1,18 ביולי 2020,18 ביולי 2020
דיכאון קליני,שיחה:דיכאון קליני,נמצאו קישורים חיצוניים שצריכים תיקון (אוקטובר 2022),916,2,2,3 באוקטובר 2022,12 בנובמבר 2022
דיכאון קליני,שיחה:דיכאון קליני,נמצאו קישורים חיצוניים שצריכים תיקון (נובמבר 2022),920,2,2,11 בנובמבר 2022,12 בנובמבר 2022
דיכאון קליני,שיחה:דיכאון קליני,דיווח על טעות,31,0,0,,
דיכאון קליני,שיחה:דיכאון קליני,פרטי הדיווח,308,1,0,10 בינואר 2023,10 בינואר 2023
דיכאון קליני,שיחה:דיכאון קליני,נמצאו קישורים חיצוניים שצריכים תיקון (ינואר 2024),1064,1,1,21 בינואר 2024,21 בינואר 2024
דיכאון קליני,שיחה:דיכאון קליני,נמצאו קישורים חיצוניים שצריכים תיקון (מאי 2026),1403,1,1,31 במאי 2026,31 במאי 2026
דיכאון קליני,שיחה:דיכאון קליני,נמצאו קישורים חיצוניים שצריכים תיקון (יולי 2026),878,1,1,13 ביולי 2026,13 ביולי 2026
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,ויקיזציה,183,1,1,22 במרץ 2011,22 במרץ 2011
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,[[:קטגוריה:זהות מינית]],134,1,1,7 באפריל 2011,7 באפריל 2011
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,עדכון הערך,335,2,2,23 באוגוסט 2013,23 באוגוסט 2013
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,דיספוריה מגדרית זה לא דומה להפרעת זהות מגדרית,473,1,1,13 באפריל 2015,13 באפריל 2015
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,שינוי שם הערך,198,1,1,20 ביולי 2016,20 ביולי 2016
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,דיווח שאורכב ב-24 בדצמבר 2018,195,0,0,,
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,איחוד ערכים,182,1,1,24 בפברואר 2019,24 בפברואר 2019
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,האם ניתן לראות בקלות מהו הזיווג או זהות מגדרית של אדם?,992,2,2,20 במרץ 2019,20 במרץ 2019
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,שילוב הגישה השמרנית בערך,3711,3,3,6 בינואר 2020,7 בינואר 2020
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,עריכות פוליטיות ושגויות,1242,3,3,9 בינואר 2020,9 בינואר 2020
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,"פרק ""היסטוריה""",6151,17,5,31 בינואר 2022,31 בינואר 2022
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,דיסאינפורמציה בקישורים החיצוניים,59356,122,18,13 באפריל 2023,27 ביוני 2023
דיספוריה מגדרית,שיחה:דיספוריה מגדרית,הערות שוליים,17,0,0,,
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,מאמר של '''פרופסור בלמקר''',556,1,1,8 בפברואר 2007,8 בפברואר 2007
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,שוב הנודניק,2121,10,3,18 ינואר 2006,20 ינואר 2006
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,עריכה,447,0,0,,
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,למי צלצלו הפעמונים?,214,1,1,9 בספטמבר 2006,9 בספטמבר 2006
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,onlazepam,304,2,2,9 בספטמבר 2006,10 בספטמבר 2006
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,גם מניה דיפרסיה,400,1,1,14 בספטמבר 2006,14 בספטמבר 2006
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,התמודדות והחלמה,536,1,1,28 באפריל 2007,28 באפריל 2007
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,עדכונים,2213,3,3,4 במאי 2007,6 במאי 2007
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,דיכאון ביפולרי,3197,2,2,24 ביולי 2008,25 ביולי 2008
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,תיקון להגדרה שבתחילת המאמר,59,0,0,,
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,משוב מ-20 באוקטובר 2011,783,3,2,20 באוקטובר 2011,20 באוקטובר 2011
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,יוחנן שמידוט,113,1,0,15 ביולי 2012,15 ביולי 2012
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,ניסוח עברי,1055,3,2,16 באפריל 2013,16 באפריל 2013
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,קישור שבור,527,1,1,4 במאי 2013,4 במאי 2013
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,קישור שבור 2,558,1,1,4 במאי 2013,4 במאי 2013
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,מחלת נפש?,296,1,0,24 באוגוסט 2019,24 באוגוסט 2019
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,דיווח שאורכב ב-16 בספטמבר 2020,1425,0,0,,
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,נמצאו קישורים חיצוניים שצריכים תיקון (אוקטובר 2022),838,1,1,5 באוקטובר 2022,5 באוקטובר 2022
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,נמצאו קישורים חיצוניים שצריכים תיקון (נובמבר 2022),737,1,1,13 בנובמבר 2022,13 בנובמבר 2022
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,נמצאו קישורים חיצוניים שצריכים תיקון (מאי 2024),1001,2,2,11 במאי 2024,28 ביולי 2026
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,נמצאו קישורים חיצוניים שצריכים תיקון (פברואר 2025),991,2,2,15 בפברואר 2025,2 באפריל 2025
הפרעה דו-קוטבית,שיחה:הפרעה דו-קוטבית,נמצאו קישורים חיצוניים שצריכים תיקון (יולי 2026),1026,2,2,24 ביולי 2026,28 ביולי 2026
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,סיבתיות,434,1,1,2 באוגוסט 2009,2 באוגוסט 2009
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,פרט לא נכון בהכרח,1751,3,4,15 בספטמבר 2009,26 במרץ 2015
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,ביטויים גופניים למחלה,522,1,1,1 בנובמבר 2009,1 בנובמבר 2009
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,קישורים חסרים,448,0,0,,
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,שאלה,1422,1,1,6 במרץ 2010,6 במרץ 2010
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,הופעה בתרבות:,127,0,0,,
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,העמותה,519,1,1,5 בפברואר 2011,5 בפברואר 2011
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,קישור שבור,489,1,1,14 במאי 2013,14 במאי 2013
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,קישור שבור 2,529,1,1,14 במאי 2013,14 במאי 2013
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,קישור שבור 3,922,1,1,25 בספטמבר 2013,25 בספטמבר 2013
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,קישור שבור 4,399,1,1,30 בדצמבר 2013,30 בדצמבר 2013
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,הטעיה רפואית,10627,36,3,19 באוגוסט 2021,24 באוגוסט 2021
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,שינוי ההגדרה של ocd להפרעה נוירולוגית/של תפקוד המוח,2758,8,2,21 באוגוסט 2021,21 באוגוסט 2021
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,רמת הכתיבה,314,1,0,16 באוקטובר 2021,16 באוקטובר 2021
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,הפרעה וחולי זה לא אותו דבר וגם לא היינו הך,210,1,1,23 בנובמבר 2021,23 בנובמבר 2021
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,דיווח שאורכב ב-23 במרץ 2023,759,2,1,22 במרץ 2023,22 במרץ 2023
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,נמצאו קישורים חיצוניים שצריכים תיקון (יוני 2023),937,1,1,9 ביוני 2023,9 ביוני 2023
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,נמצאו קישורים חיצוניים שצריכים תיקון (מאי 2024),1081,2,2,11 במאי 2024,11 במאי 2024
הפרעה טורדנית-כפייתית,שיחה:הפרעה טורדנית-כפייתית,נמצאו קישורים חיצוניים שצריכים תיקון (יולי 2026),1028,2,2,24 ביולי 2026,28 ביולי 2026
הפרעה נפשית,שיחה:הפרעה נפשית,לא לאחד,1107,3,2,6 בספטמבר 2006,7 בספטמבר 2006
הפרעה נפשית,שיחה:הפרעה נפשית,מה אנשי המקצוע עושים ?,10746,15,6,1 באוגוסט 2007,3 בינואר 2021
הפרעה נפשית,שיחה:הפרעה נפשית,"איחוד עם ""מחלת נפש""",1298,2,3,18 באוקטובר 2008,19 באוקטובר 2008
הפרעה נפשית,שיחה:הפרעה נפשית,הגדרת ההפרעה הנפשית,1087,2,2,5 בפברואר 2009,12 באוגוסט 2010
הפרעה נפשית,שיחה:הפרעה נפשית,הפרעת אישיות נורמוטית,572,0,0,,
הפרעה נפשית,שיחה:הפרעה נפשית,ההבדל בין הפרעות פסיכיאטריות למחלות רפואיות,859,1,1,17 בנובמבר 2010,17 בנובמבר 2010
